Timestamp;Symbol No 1;Symbol No 2;Symbol No 3;Symbol No 4
83200;12140;12140;-24280;12204
83300;12204;-24408;12232;12232
83400;-24464;12356;12356;-24712
83500;7384;7384;-14768;2900
83600;2900;-5800;2920;2920
83700;-5840;2900;2900;-5800
83800;2904;2904;-5808;2864
83900;2864;-5728;2920;2920
84000;-5840;2912;2912;-5824
84100;2912;2912;-5824;2996
84200;2996;-5992;2928;2928
84300;-5856;2912;2912;-5824
84400;2932;2932;-5864;2952
84500;2952;-5904;2928;2928
84600;-5856;2968;2968;-5936
84700;2952;2952;-5904;2940
84800;2940;-5880;3052;3052
84900;-6104;2912;2912;-5824
85000;2968;2968;-5936;2988
85100;2988;-5976;2960;2960
85200;-5920;2908;2908;-5816
85300;2932;2932;-5864;2908
85400;2908;-5816;2888;2888
85500;-5776;2876;2876;-5752
85600;2844;2844;-5688;2808
85700;2808;-5616;2824;2824
85800;-5648;2780;2780;-5560
85900;2756;2756;-5512;2776
86000;2776;-5552;2744;2744
86100;-5488;2724;2724;-5448
86200;2676;2676;-5352;2656
86300;2656;-5312;2648;2648
86400;-5296;2648;2648;-5296
86500;2596;2596;-5192;2600
86600;2600;-5200;2540;2540
86700;-5080;2564;2564;-5128
86800;2652;2652;-5304;2676
86900;2676;-5352;2604;2604
87000;-5208;2692;2692;-5384
87100;2724;2724;-5448;2844
87200;2844;-5688;2744;2744
87300;-5488;2820;2820;-5640
87400;2816;2816;-5632;2892
87500;2892;-5784;2940;2940
87600;-5880;2940;2940;-5880
87700;2996;2996;-5992;3040
87800;3040;-6080;3068;3068
87900;-6136;3140;3140;-6280
88000;3220;3220;-6440;3296
88100;3296;-6592;3244;3244
88200;-6488;3276;3276;-6552
88300;3272;3272;-6544;3256
88400;3256;-6512;3268;3268
88500;-6536;3244;3244;-6488
88600;3212;3212;-6424;3284
88700;3284;-6568;3280;3280
88800;-6560;3336;3336;-6672
88900;3312;3312;-6624;3280
89000;3280;-6560;3320;3320
89100;-6640;3276;3276;-6552
89200;3344;3344;-6688;3388
89300;3388;-6776;3468;3468
89400;-6936;3456;3456;-6912
89500;3544;3544;-7088;3652
89600;3652;-7304;3656;3656
89700;-7312;3684;3684;-7368
89800;3944;3944;-7888;3832
89900;3832;-7664;3840;3840
90000;-7680;3948;3948;-7896
90100;3956;3956;-7912;3996
90200;3996;-7992;4072;4072
90300;-8144;4312;4312;-8624
90400;4116;4116;-8232;4144
90500;4144;-8288;4264;4264
90600;-8528;4248;4248;-8496
90700;4240;4240;-8480;4292
90800;4292;-8584;4296;4296
90900;-8592;4372;4372;-8744
91000;4324;4324;-8648;4356
91100;4356;-8712;4412;4412
91200;-8824;4416;4416;-8832
91300;4472;4472;-8944;4516
91400;4516;-9032;4600;4600
91500;-9200;4524;4524;-9048
91600;4572;4572;-9144;4636
91700;4636;-9272;4596;4596
91800;-9192;4684;4684;-9368
91900;4708;4708;-9416;4852
92000;4852;-9704;4836;4836
92100;-9672;4904;4904;-9808
92200;4928;4928;-9856;5032
92300;5032;-10064;5072;5072
92400;-10144;5084;5084;-10168
92500;5212;5212;-10424;5212
92600;5212;-10424;5208;5208
92700;-10416;5292;5292;-10584
92800;5356;5356;-10712;5420
92900;5420;-10840;5472;5472
93000;-10944;5520;5520;-11040
93100;5580;5580;-11160;5552
93200;5552;-11104;5708;5708
93300;-11416;5664;5664;-11328
93400;5724;5724;-11448;5740
93500;5740;-11480;5856;5856
93600;-11712;5800;5800;-11600
93700;5848;5848;-11696;5856
93800;5856;-11712;5844;5844
93900;-11688;5904;5904;-11808
94000;6080;6080;-12160;5904
94100;5904;-11808;5952;5952
94200;-11904;5948;5948;-11896
94300;6080;6080;-12160;5984
94400;5984;-11968;6008;6008
94500;-12016;6056;6056;-12112
94600;6104;6104;-12208;6100
94700;6100;-12200;6212;6212
94800;-12424;6160;6160;-12320
94900;6240;6240;-12480;6316
95000;6316;-12632;6420;6420
95100;-12840;6540;6540;-13080
95200;6720;6720;-13440;6536
95300;6536;-13072;6612;6612
95400;-13224;6656;6656;-13312
95500;6680;6680;-13360;6840
95600;6840;-13680;6808;6808
95700;-13616;6820;6820;-13640
95800;6892;6892;-13784;6940
95900;6940;-13880;7000;7000
96000;-14000;7092;7092;-14184
96100;7084;7084;-14168;7144
96200;7144;-14288;7152;7152
96300;-14304;7204;7204;-14408
96400;7280;7280;-14560;7604
96500;7604;-15208;7244;7244
96600;-14488;7328;7328;-14656
96700;7380;7380;-14760;7492
96800;7492;-14984;7424;7424
96900;-14848;7424;7424;-14848
97000;7284;7284;-14568;7368
97100;7368;-14736;7396;7396
97200;-14792;7424;7424;-14848
97300;7392;7392;-14784;7468
97400;7468;-14936;7480;7480
97500;-14960;7492;7492;-14984
97600;7428;7428;-14856;7340
97700;7340;-14680;7376;7376
97800;-14752;7420;7420;-14840
97900;7344;7344;-14688;7384
98000;7384;-14768;7328;7328
98100;-14656;7264;7264;-14528
98200;7344;7344;-14688;7196
98300;7196;-14392;7216;7216
98400;-14432;7164;7164;-14328
98500;7100;7100;-14200;7104
98600;7104;-14208;7104;7104
98700;-14208;7044;7044;-14088
98800;7068;7068;-14136;6972
98900;6972;-13944;6964;6964
99000;-13928;6936;6936;-13872
99100;6896;6896;-13792;6932
99200;6932;-13864;6828;6828
99300;-13656;6780;6780;-13560
99400;6704;6704;-13408;6688
99500;6688;-13376;6660;6660
99600;-13320;6636;6636;-13272
99700;6616;6616;-13232;6576
99800;6576;-13152;6564;6564
99900;-13128;6576;6576;-13152
100000;6520;6520;-13040;6468
100100;6468;-12936;6416;6416
100200;-12832;6380;6380;-12760
100300;6332;6332;-12664;6304
100400;6304;-12608;6300;6300
100500;-12600;6236;6236;-12472
100600;6212;6212;-12424;6156
100700;6156;-12312;6128;6128
100800;-12256;6076;6076;-12152
100900;6052;6052;-12104;5972
101000;5972;-11944;5944;5944
101100;-11888;5940;5940;-11880
101200;5896;5896;-11792;5908
101300;5908;-11816;5788;5788
101400;-11576;5768;5768;-11536
101500;5804;5804;-11608;5716
101600;5716;-11432;5668;5668
101700;-11336;5688;5688;-11376
101800;5568;5568;-11136;5536
101900;5536;-11072;5496;5496
102000;-10992;5540;5540;-11080
102100;5408;5408;-10816;5400
102200;5400;-10800;5360;5360
102300;-10720;5244;5244;-10488
102400;5204;5204;-10408;5128
102500;5128;-10256;5072;5072
102600;-10144;5076;5076;-10152
102700;5020;5020;-10040;4968
102800;4968;-9936;4956;4956
102900;-9912;4892;4892;-9784
103000;4840;4840;-9680;4808
103100;4808;-9616;4944;4944
103200;-9888;4804;4804;-9608
103300;4824;4824;-9648;4764
103400;4764;-9528;4788;4788
103500;-9576;4756;4756;-9512
103600;4676;4676;-9352;4720
103700;4720;-9440;4740;4740
103800;-9480;4692;4692;-9384
103900;4712;4712;-9424;4736
104000;4736;-9472;4756;4756
104100;-9512;4736;4736;-9472
104200;4700;4700;-9400;4716
104300;4716;-9432;4700;4700
104400;-9400;4676;4676;-9352
104500;4612;4612;-9224;4676
104600;4676;-9352;4712;4712
104700;-9424;4644;4644;-9288
104800;4632;4632;-9264;4580
104900;4580;-9160;4608;4608
105000;-9216;4544;4544;-9088
105100;4492;4492;-8984;4524
105200;4524;-9048;4460;4460
105300;-8920;4520;4520;-9040
105400;4508;4508;-9016;4600
105500;4600;-9200;4452;4452
105600;-8904;4444;4444;-8888
105700;4480;4480;-8960;4420
105800;4420;-8840;4440;4440
105900;-8880;4416;4416;-8832
106000;4456;4456;-8912;4408
106100;4408;-8816;4292;4292
106200;-8584;4304;4304;-8608
106300;4268;4268;-8536;4272
106400;4272;-8544;4280;4280
106500;-8560;4280;4280;-8560
106600;4220;4220;-8440;4192
106700;4192;-8384;4156;4156
106800;-8312;4148;4148;-8296
106900;4124;4124;-8248;4116
107000;4116;-8232;4084;4084
107100;-8168;4076;4076;-8152
107200;4016;4016;-8032;4064
107300;4064;-8128;4012;4012
107400;-8024;4040;4040;-8080
107500;3952;3952;-7904;3956
107600;3956;-7912;3948;3948
107700;-7896;3956;3956;-7912
107800;4412;4412;-8824;3888
107900;3888;-7776;3876;3876
108000;-7752;3848;3848;-7696
108100;3832;3832;-7664;3784
108200;3784;-7568;3760;3760
108300;-7520;3692;3692;-7384
108400;3724;3724;-7448;3720
108500;3720;-7440;3568;3568
108600;-7136;3504;3504;-7008
108700;3556;3556;-7112;3508
108800;3508;-7016;3588;3588
108900;-7176;3444;3444;-6888
109000;3348;3348;-6696;3308
109100;3308;-6616;3268;3268
109200;-6536;3248;3248;-6496
109300;3168;3168;-6336;3156
109400;3156;-6312;3144;3144
109500;-6288;3084;3084;-6168
109600;3076;3076;-6152;3060
109700;3060;-6120;2872;2872
109800;-5744;2888;2888;-5776
109900;2852;2852;-5704;2796
110000;2796;-5592;2720;2720
110100;-5440;16168;16168;-32336
110200;18000;18000;29536;18512
110300;18512;28512;18660;18660
110400;28216;18648;18648;28240
110500;18740;18740;28056;18556
110600;18556;28424;18708;18708
110700;28120;18560;18560;28416
110800;18508;18508;28520;18424
110900;18424;28688;18484;18484
111000;28568;18388;18388;28760
111100;18356;18356;28824;18288
111200;18288;28960;18172;18172
111300;29192;18240;18240;29056
111400;18112;18112;29312;18120
111500;18120;29296;18052;18052
111600;29432;18124;18124;29288
111700;18056;18056;29424;17884
111800;17884;29768;17860;17860
111900;29816;17808;17808;29920
112000;17748;17748;30040;17716
112100;17716;30104;17704;17704
112200;30128;17624;17624;30288
112300;17632;17632;30272;17612
112400;17612;30312;17592;17592
112500;30352;17532;17532;30472
112600;17516;17516;30504;17400
112700;17400;30736;17416;17416
112800;30704;17424;17424;30688
112900;17384;17384;30768;17344
113000;17344;30848;17292;17292
113100;30952;17236;17236;31064
113200;17224;17224;31088;17028
113300;17028;31480;17128;17128
113400;31280;17112;17112;31312
113500;17052;17052;31432;17044
113600;17044;31448;16892;16892
113700;31752;16892;16892;31752
113800;16892;16892;31752;16756
113900;16756;32024;16932;16932
114000;31672;16884;16884;31768
114100;16892;16892;31752;16860
114200;16860;31816;16912;16912
114300;31712;16940;16940;31656
114400;16964;16964;31608;16948
114500;16948;31640;16932;16932
114600;31672;16980;16980;31576
114700;16944;16944;31648;17008
114800;17008;31520;17040;17040
114900;31456;17040;17040;31456
115000;17112;17112;31312;17060
115100;17060;31416;17072;17072
115200;31392;17044;17044;31448
115300;17036;17036;31464;17072
115400;17072;31392;16972;16972
115500;31592;16980;16980;31576
115600;16916;16916;31704;16816
115700;16816;31904;16748;16748
115800;32040;16756;16756;32024
115900;16716;16716;32104;16616
116000;16616;32304;16552;16552
116100;32432;16520;16520;32496
116200;16476;16476;32584;16360
116300;16360;-32720;16320;16320
116400;-32640;16284;16284;-32568
116500;16252;16252;-32504;16076
116600;16076;-32152;16084;16084
116700;-32168;16060;16060;-32120
116800;15940;15940;-31880;15944
116900;15944;-31888;15976;15976
117000;-31952;15880;15880;-31760
117100;15788;15788;-31576;15780
117200;15780;-31560;15800;15800
117300;-31600;15628;15628;-31256
117400;15612;15612;-31224;15588
117500;15588;-31176;15516;15516
117600;-31032;15520;15520;-31040
117700;15428;15428;-30856;15276
117800;15276;-30552;15360;15360
117900;-30720;15256;15256;-30512
118000;15240;15240;-30480;15212
118100;15212;-30424;15164;15164
118200;-30328;15216;15216;-30432
118300;15188;15188;-30376;15264
118400;15264;-30528;14664;14664
118500;-29328;15264;15264;-30528
118600;15340;15340;-30680;15216
118700;15216;-30432;15388;15388
118800;-30776;15396;15396;-30792
118900;15440;15440;-30880;15392
119000;15392;-30784;15228;15228
119100;-30456;15468;15468;-30936
119200;15540;15540;-31080;15600
119300;15600;-31200;15552;15552
119400;-31104;15572;15572;-31144
119500;15580;15580;-31160;15608
119600;15608;-31216;15704;15704
119700;-31408;15596;15596;-31192
119800;15652;15652;-31304;15688
119900;15688;-31376;15792;15792
120000;-31584;15724;15724;-31448
120100;15728;15728;-31456;15544
120200;15544;-31088;15700;15700
120300;-31400;15656;15656;-31312
120400;15680;15680;-31360;15584
120500;15584;-31168;15680;15680
120600;-31360;15632;15632;-31264
120700;15672;15672;-31344;15608
120800;15608;-31216;15712;15712
120900;-31424;15612;15612;-31224
121000;15624;15624;-31248;15680
121100;15680;-31360;15664;15664
121200;-31328;15600;15600;-31200
121300;15652;15652;-31304;15600
121400;15600;-31200;15652;15652
121500;-31304;15600;15600;-31200
121600;15672;15672;-31344;15592
121700;15592;-31184;15580;15580
121800;-31160;15616;15616;-31232
121900;15484;15484;-30968;15604
122000;15604;-31208;15608;15608
122100;-31216;15624;15624;-31248
122200;15576;15576;-31152;15608
122300;15608;-31216;15604;15604
122400;-31208;15540;15540;-31080
122500;15536;15536;-31072;15484
122600;15484;-30968;15572;15572
122700;-31144;15488;15488;-30976
122800;15560;15560;-31120;15508
122900;15508;-31016;15532;15532
123000;-31064;15436;15436;-30872
123100;15508;15508;-31016;15448
123200;15448;-30896;15508;15508
123300;-31016;15556;15556;-31112
123400;15484;15484;-30968;14976
123500;14976;-29952;-8328;-8328
123600;16656;-5972;-5972;11944
123700;-5880;-5880;11760;-5852
123800;-5852;11704;-5824;-5824
123900;11648;-5844;-5844;11688
124000;-5772;-5772;11544;-5804
124100;-5804;11608;-5824;-5824
124200;11648;-5824;-5824;11648
124300;-5808;-5808;11616;-5864
124400;-5864;11728;-5748;-5748
124500;11496;-5776;-5776;11552
124600;-5800;-5800;11600;-5832
124700;-5832;11664;-5764;-5764
124800;11528;-5768;-5768;11536
124900;-5788;-5788;11576;-5800
125000;-5800;11600;-5740;-5740
125100;11480;-5812;-5812;11624
125200;-5752;-5752;11504;-5796
125300;-5796;11592;-5780;-5780
125400;11560;-5768;-5768;11536
125500;-5808;-5808;11616;-5784
125600;-5784;11568;-5808;-5808
125700;11616;-5772;-5772;11544
125800;-5776;-5776;11552;-5788
125900;-5788;11576;-5752;-5752
126000;11504;-5816;-5816;11632
126100;-5788;-5788;11576;-5884
126200;-5884;11768;-5796;-5796
126300;11592;-5784;-5784;11568
126400;-5824;-5824;11648;-5808
126500;-5808;11616;-5836;-5836
126600;11672;-5804;-5804;11608
126700;-5836;-5836;11672;-5856
126800;-5856;11712;-5880;-5880
126900;11760;-5848;-5848;11696
127000;-5888;-5888;11776;-5920
127100;-5920;11840;-5964;-5964
127200;11928;-5900;-5900;11800
127300;-5932;-5932;11864;-5988
127400;-5988;11976;-6020;-6020
127500;12040;-6052;-6052;12104
127600;-6172;-6172;12344;-6148
127700;-6148;12296;-6196;-6196
127800;12392;-6248;-6248;12496
127900;-6256;-6256;12512;-6328
128000;-6328;12656;-6376;-6376
128100;12752;-6420;-6420;12840
128200;-6440;-6440;12880;-6456
128300;-6456;12912;-6460;-6460
128400;12920;-6556;-6556;13112
128500;-6532;-6532;13064;-6596
128600;-6596;13192;-6632;-6632
128700;13264;-6664;-6664;13328
128800;-6596;-6596;13192;-6680
128900;-6680;13360;-6724;-6724
129000;13448;-6700;-6700;13400
129100;-6808;-6808;13616;-6804
129200;-6804;13608;-6856;-6856
129300;13712;-6856;-6856;13712
129400;-6848;-6848;13696;-6900
129500;-6900;13800;-6920;-6920
129600;13840;-6904;-6904;13808
129700;-6960;-6960;13920;-6944
129800;-6944;13888;-6980;-6980
129900;13960;-7056;-7056;14112
130000;-7140;-7140;14280;-7144
130100;-7144;14288;-7228;-7228
130200;14456;-7132;-7132;14264
130300;-7136;-7136;14272;-7272
130400;-7272;14544;-7304;-7304
130500;14608;-7304;-7304;14608
130600;-7260;-7260;14520;-7332
130700;-7332;14664;-7332;-7332
130800;14664;-7332;-7332;14664
130900;-7344;-7344;14688;-7396
131000;-7396;14792;-7944;-7944
131100;15888;-7416;-7416;14832
131200;-7472;-7472;14944;-7472
131300;-7472;14944;-7552;-7552
131400;15104;-7644;-7644;15288
131500;-7672;-7672;15344;-7732
131600;-7732;15464;-7864;-7864
131700;15728;-7860;-7860;15720
131800;-8004;-8004;16008;-8084
131900;-8084;16168;-8068;-8068
132000;16136;-8100;-8100;16200
132100;-8204;-8204;16408;-8336
132200;-8336;16672;-8360;-8360
132300;16720;-8444;-8444;16888
132400;-8516;-8516;17032;-8560
132500;-8560;17120;-8660;-8660
132600;17320;-8760;-8760;17520
132700;-8764;-8764;17528;-8924
132800;-8924;17848;-8992;-8992
132900;17984;-9604;-9604;19208
133000;-9272;-9272;18544;-9160
133100;-9160;18320;-9224;-9224
133200;18448;-9316;-9316;18632
133300;-9284;-9284;18568;-9280
133400;-9280;18560;-9336;-9336
133500;18672;-9320;-9320;18640
133600;-9320;-9320;18640;-9288
133700;-9288;18576;-9228;-9228
133800;18456;-9216;-9216;18432
133900;-9228;-9228;18456;-9140
134000;-9140;18280;-9128;-9128
134100;18256;-9132;-9132;18264
134200;-9080;-9080;18160;-9052
134300;-9052;18104;-9096;-9096
134400;18192;-9080;-9080;18160
134500;-9008;-9008;18016;-9008
134600;-9008;18016;-9012;-9012
134700;18024;-9100;-9100;18200
134800;-9116;-9116;18232;-9184
134900;-9184;18368;-9188;-9188
135000;18376;-9288;-9288;18576
135100;-9304;-9304;18608;-9316
135200;-9316;18632;-9336;-9336
135300;18672;-9444;-9444;18888
135400;-9444;-9444;18888;-9484
135500;-9484;18968;-9512;-9512
135600;19024;-9468;-9468;18936
135700;-9604;-9604;19208;-9640
135800;-9640;19280;-9660;-9660
135900;19320;-9644;-9644;19288
136000;-9752;-9752;19504;-9764
136100;-9764;19528;-9760;-9760
136200;19520;-10140;-10140;20280
136300;-9828;-9828;19656;-9824
136400;-9824;19648;-9936;-9936
136500;19872;-9976;-9976;19952
136600;-10036;-10036;20072;-9972
136700;-9972;19944;-10004;-10004
136800;20008;-14860;-14860;29720
136900;-13436;-13436;26872;-13680
137000;-13680;27360;-13744;-13744
137100;27488;-13904;-13904;27808
137200;-14008;-14008;28016;-14048
137300;-14048;28096;-14032;-14032
137400;28064;-14036;-14036;28072
137500;-14132;-14132;28264;-14036
137600;-14036;28072;-13952;-13952
137700;27904;-13976;-13976;27952
137800;-13968;-13968;27936;-13976
137900;-13976;27952;-14004;-14004
138000;28008;-13896;-13896;27792
138100;-13888;-13888;27776;-13876
138200;-13876;27752;-13888;-13888
138300;27776;-13800;-13800;27600
138400;-13780;-13780;27560;-13772
138500;-13772;27544;-13732;-13732
138600;27464;-13836;-13836;27672
138700;-13704;-13704;27408;-13668
138800;-13668;27336;-13692;-13692
138900;27384;-13592;-13592;27184
139000;-13636;-13636;27272;-13612
139100;-13612;27224;-13604;-13604
139200;27208;-13556;-13556;27112
139300;-13528;-13528;27056;-13424
139400;-13424;26848;-13448;-13448
139500;26896;-13380;-13380;26760
139600;-13380;-13380;26760;-13320
139700;-13320;26640;-13692;-13692
139800;27384;-13228;-13228;26456
139900;-13180;-13180;26360;-13152
140000;-13152;26304;-13148;-13148
140100;26296;-13060;-13060;26120
140200;-13048;-13048;26096;-13028
140300;-13028;26056;-13012;-13012
140400;26024;-12964;-12964;25928
140500;-12864;-12864;25728;-12896
140600;-12896;25792;-12852;-12852
140700;25704;-12864;-12864;25728
140800;-12760;-12760;25520;-12792
140900;-12792;25584;-12776;-12776
141000;25552;-12724;-12724;25448
141100;-12636;-12636;25272;-12644
141200;-12644;25288;-12616;-12616
141300;25232;-12600;-12600;25200
141400;-12996;-12996;25992;-12456
141500;-12456;24912;-12424;-12424
141600;24848;-12420;-12420;24840
141700;-12336;-12336;24672;-12284
141800;-12284;24568;-12284;-12284
141900;24568;-12160;-12160;24320
142000;-12140;-12140;24280;-12164
142100;-12164;24328;-12132;-12132
142200;24264;-12144;-12144;24288
142300;-12040;-12040;24080;-12076
142400;-12076;24152;-12060;-12060
142500;24120;-12004;-12004;24008
142600;-12024;-12024;24048;-12012
142700;-12012;24024;-12008;-12008
142800;24016;-12004;-12004;24008
142900;-11972;-11972;23944;-12040
143000;-12040;24080;-12040;-12040
143100;24080;-12020;-12020;24040
143200;-11976;-11976;23952;-11964
143300;-11964;23928;-12040;-12040
143400;24080;-12020;-12020;24040
143500;-11984;-11984;23968;-11972
143600;-11972;23944;-12000;-12000
143700;24000;-12456;-12456;24912
143800;-12000;-12000;24000;-12008
143900;-12008;24016;-12108;-12108
144000;24216;-12016;-12016;24032
144100;-12040;-12040;24080;-12000
144200;-12000;24000;-11972;-11972
144300;23944;-12012;-12012;24024
144400;-12028;-12028;24056;-12004
144500;-12004;24008;-12040;-12040
144600;24080;-12028;-12028;24056
144700;-12092;-12092;24184;-11996
144800;-11996;23992;-12020;-12020
144900;24040;-12008;-12008;24016
145000;-12016;-12016;24032;-12040
145100;-12040;24080;-12004;-12004
145200;24008;-12004;-12004;24008
145300;-12040;-12040;24080;-11940
145400;-11940;23880;-11964;-11964
145500;23928;-12000;-12000;24000
145600;-12008;-12008;24016;-11900
145700;-11900;23800;-11932;-11932
145800;23864;-11944;-11944;23888
145900;-11908;-11908;23816;-11916
146000;-11916;23832;-11860;-11860
146100;23720;-11856;-11856;23712
146200;-11912;-11912;23824;-11924
146300;-11924;23848;-12004;-12004
146400;24008;-11832;-11832;23664
146500;-11828;-11828;23656;-12172
146600;-12172;24344;-11724;-11724
146700;23448;-11784;-11784;23568
146800;-11772;-11772;23544;-11736
146900;-11736;23472;-11688;-11688
147000;23376;-11716;-11716;23432
147100;-11704;-11704;23408;-11644
147200;-11644;23288;-11692;-11692
147300;23384;-11704;-11704;23408
147400;-11588;-11588;23176;-11592
147500;-11592;23184;-11592;-11592
147600;23184;-11528;-11528;23056
147700;-11476;-11476;22952;-11420
147800;-11420;22840;-11456;-11456
147900;22912;-11324;-11324;22648
148000;-11376;-11376;22752;-11332
148100;-11332;22664;-11352;-11352
148200;22704;-11372;-11372;22744
148300;-11256;-11256;22512;-11204
148400;-11204;22408;-11220;-11220
148500;22440;-11136;-11136;22272
148600;-11140;-11140;22280;-11112
148700;-11112;22224;-10960;-10960
148800;21920;-11000;-11000;22000
148900;-10928;-10928;21856;-10804
149000;-10804;21608;-10804;-10804
149100;21608;-10804;-10804;21608
149200;-10780;-10780;21560;-10744
149300;-10744;21488;-10632;-10632
