Timestamp;Symbol No 1;Symbol No 2;Symbol No 3;Symbol No 4
1151500;3116;3116;-6232;3096
1151600;3096;-6192;3072;3072
1151700;-6144;3016;3016;-6032
1151800;3008;3008;-6016;2924
1151900;2924;-5848;2884;2884
1152000;-5768;2888;2888;-5776
1152100;2764;2764;-5528;2824
1152200;2824;-5648;2764;2764
1152300;-5528;2684;2684;-5368
1152400;16176;16176;-32352;17888
1152500;17888;29760;18496;18496
1152600;28544;18604;18604;28328
1152700;18552;18552;28432;18608
1152800;18608;28320;18544;18544
1152900;28448;18488;18488;28560
1153000;18460;18460;28616;18396
1153100;18396;28744;18376;18376
1153200;28784;18352;18352;28832
1153300;18272;18272;28992;18212
1153400;18212;29112;18180;18180
1153500;29176;18184;18184;29168
1153600;18204;18204;29128;18076
1153700;18076;29384;18064;18064
1153800;29408;18024;18024;29488
1153900;17932;17932;29672;17924
1154000;17924;29688;17840;17840
1154100;29856;17868;17868;29800
1154200;17768;17768;30000;17656
1154300;17656;30224;17772;17772
1154400;29992;17652;17652;30232
1154500;17648;17648;30240;17584
1154600;17584;30368;17460;17460
1154700;30616;17448;17448;30640
1154800;17488;17488;30560;17416
1154900;17416;30704;17268;17268
1155000;31000;17444;17444;30648
1155100;17352;17352;30832;17332
1155200;17332;30872;17236;17236
1155300;31064;17304;17304;30928
1155400;17272;17272;30992;17216
1155500;17216;31104;17124;17124
1155600;31288;17064;17064;31408
1155700;16860;16860;31816;17044
1155800;17044;31448;16944;16944
1155900;31648;16876;16876;31784
1156000;16876;16876;31784;16880
1156100;16880;31776;16952;16952
1156200;31632;16892;16892;31752
1156300;16916;16916;31704;16944
1156400;16944;31648;16964;16964
1156500;31608;16920;16920;31696
1156600;16944;16944;31648;17020
1156700;17020;31496;16928;16928
1156800;31680;16984;16984;31568
1156900;16960;16960;31616;16980
1157000;16980;31576;17048;17048
1157100;31440;17040;17040;31456
1157200;17040;17040;31456;17068
1157300;17068;31400;17044;17044
1157400;31448;17088;17088;31360
1157500;17092;17092;31352;17016
1157600;17016;31504;17048;17048
1157700;31440;16940;16940;31656
1157800;16892;16892;31752;16884
1157900;16884;31768;16756;16756
1158000;32024;16668;16668;32200
1158100;16612;16612;32312;16528
1158200;16528;32480;16556;16556
1158300;32424;16452;16452;32632
1158400;16380;16380;-32760;16304
1158500;16304;-32608;16268;16268
1158600;-32536;16236;16236;-32472
1158700;16108;16108;-32216;16148
1158800;16148;-32296;16084;16084
1158900;-32168;16032;16032;-32064
1159000;16516;16516;32504;15888
1159100;15888;-31776;15924;15924
1159200;-31848;15772;15772;-31544
1159300;16180;16180;-32360;15716
1159400;15716;-31432;15700;15700
1159500;-31400;15612;15612;-31224
1159600;15600;15600;-31200;15532
1159700;15532;-31064;15468;15468
1159800;-30936;15320;15320;-30640
1159900;15480;15480;-30960;15436
1160000;15436;-30872;15340;15340
1160100;-30680;15240;15240;-30480
1160200;15168;15168;-30336;15180
1160300;15180;-30360;15224;15224
1160400;-30448;15204;15204;-30408
1160500;15288;15288;-30576;15260
1160600;15260;-30520;15280;15280
1160700;-30560;15276;15276;-30552
1160800;15328;15328;-30656;15320
1160900;15320;-30640;15336;15336
1161000;-30672;15344;15344;-30688
1161100;15384;15384;-30768;15476
1161200;15476;-30952;15484;15484
1161300;-30968;15532;15532;-31064
1161400;15568;15568;-31136;15560
1161500;15560;-31120;15568;15568
1161600;-31136;15672;15672;-31344
1161700;15580;15580;-31160;15624
1161800;15624;-31248;15656;15656
1161900;-31312;15732;15732;-31464
1162000;15692;15692;-31384;15692
1162100;15692;-31384;15928;15928
1162200;-31856;15736;15736;-31472
1162300;15728;15728;-31456;15656
1162400;15656;-31312;15684;15684
1162500;-31368;15672;15672;-31344
1162600;15648;15648;-31296;15628
1162700;15628;-31256;15648;15648
1162800;-31296;15716;15716;-31432
1162900;15620;15620;-31240;15656
1163000;15656;-31312;15648;15648
1163100;-31296;15776;15776;-31552
1163200;15644;15644;-31288;15672
1163300;15672;-31344;15608;15608
1163400;-31216;15620;15620;-31240
1163500;15584;15584;-31168;15584
1163600;15584;-31168;15636;15636
1163700;-31272;15648;15648;-31296
1163800;15580;15580;-31160;15596
1163900;15596;-31192;15612;15612
1164000;-31224;15592;15592;-31184
1164100;15580;15580;-31160;15596
1164200;15596;-31192;15616;15616
1164300;-31232;15584;15584;-31168
1164400;15600;15600;-31200;15576
1164500;15576;-31152;15672;15672
1164600;-31344;15532;15532;-31064
1164700;15536;15536;-31072;15624
1164800;15624;-31248;15572;15572
1164900;-31144;15540;15540;-31080
1165000;15516;15516;-31032;15584
1165100;15584;-31168;15500;15500
1165200;-31000;15516;15516;-31032
1165300;15596;15596;-31192;15540
1165400;15540;-31080;15508;15508
1165500;-31016;15456;15456;-30912
1165600;15484;15484;-30968;-8376
1165700;-8376;16752;-5956;-5956
1165800;11912;-5844;-5844;11688
1165900;-5832;-5832;11664;-5812
1166000;-5812;11624;-5808;-5808
1166100;11616;-5780;-5780;11560
1166200;-5816;-5816;11632;-5828
1166300;-5828;11656;-5840;-5840
1166400;11680;-5848;-5848;11696
1166500;-5784;-5784;11568;-5808
1166600;-5808;11616;-5792;-5792
1166700;11584;-5844;-5844;11688
1166800;-6024;-6024;12048;-5784
1166900;-5784;11568;-5792;-5792
1167000;11584;-5796;-5796;11592
1167100;-5748;-5748;11496;-5764
1167200;-5764;11528;-5768;-5768
1167300;11536;-5780;-5780;11560
1167400;-5772;-5772;11544;-5800
1167500;-5800;11600;-5760;-5760
1167600;11520;-5788;-5788;11576
1167700;-5768;-5768;11536;-5776
1167800;-5776;11552;-5816;-5816
1167900;11632;-5780;-5780;11560
1168000;-5780;-5780;11560;-5772
1168100;-5772;11544;-5832;-5832
1168200;11664;-5816;-5816;11632
1168300;-5788;-5788;11576;-5776
1168400;-5776;11552;-5820;-5820
1168500;11640;-5848;-5848;11696
1168600;-5868;-5868;11736;-5816
1168700;-5816;11632;-5776;-5776
1168800;11552;-5836;-5836;11672
1168900;-5828;-5828;11656;-5844
1169000;-5844;11688;-5988;-5988
1169100;11976;-5840;-5840;11680
1169200;-5912;-5912;11824;-5912
1169300;-5912;11824;-5936;-5936
1169400;11872;-5956;-5956;11912
1169500;-5884;-5884;11768;-5976
1169600;-5976;11952;-6056;-6056
1169700;12112;-6088;-6088;12176
1169800;-6072;-6072;12144;-6104
1169900;-6104;12208;-6172;-6172
1170000;12344;-6232;-6232;12464
1170100;-6308;-6308;12616;-6320
1170200;-6320;12640;-6348;-6348
1170300;12696;-6376;-6376;12752
1170400;-6424;-6424;12848;-6436
1170500;-6436;12872;-6528;-6528
1170600;13056;-6544;-6544;13088
1170700;-6600;-6600;13200;-6600
1170800;-6600;13200;-6588;-6588
1170900;13176;-6596;-6596;13192
1171000;-6624;-6624;13248;-6708
1171100;-6708;13416;-6748;-6748
1171200;13496;-6752;-6752;13504
1171300;-6824;-6824;13648;-6828
1171400;-6828;13656;-6876;-6876
1171500;13752;-6872;-6872;13744
1171600;-6860;-6860;13720;-6924
1171700;-6924;13848;-6952;-6952
1171800;13904;-7000;-7000;14000
1171900;-6968;-6968;13936;-6972
1172000;-6972;13944;-7012;-7012
1172100;14024;-7096;-7096;14192
1172200;-7100;-7100;14200;-7116
1172300;-7116;14232;-7212;-7212
1172400;14424;-7296;-7296;14592
1172500;-7212;-7212;14424;-7260
1172600;-7260;14520;-7352;-7352
1172700;14704;-7400;-7400;14800
1172800;-7436;-7436;14872;-7332
1172900;-7332;14664;-7288;-7288
1173000;14576;-7312;-7312;14624
1173100;-7396;-7396;14792;-7352
1173200;-7352;14704;-7432;-7432
1173300;14864;-7432;-7432;14864
1173400;-7536;-7536;15072;-7540
1173500;-7540;15080;-7592;-7592
1173600;15184;-7604;-7604;15208
1173700;-7652;-7652;15304;-7724
1173800;-7724;15448;-7836;-7836
1173900;15672;-7868;-7868;15736
1174000;-7952;-7952;15904;-8084
1174100;-8084;16168;-8128;-8128
1174200;16256;-8188;-8188;16376
1174300;-8828;-8828;17656;-8356
1174400;-8356;16712;-8484;-8484
1174500;16968;-8572;-8572;17144
1174600;-8588;-8588;17176;-8708
1174700;-8708;17416;-8768;-8768
1174800;17536;-8872;-8872;17744
1174900;-8924;-8924;17848;-8972
1175000;-8972;17944;-9064;-9064
1175100;18128;-9048;-9048;18096
1175200;-9108;-9108;18216;-9148
1175300;-9148;18296;-9176;-9176
1175400;18352;-9260;-9260;18520
1175500;-9276;-9276;18552;-9304
1175600;-9304;18608;-9352;-9352
1175700;18704;-9368;-9368;18736
1175800;-9284;-9284;18568;-9252
1175900;-9252;18504;-9220;-9220
1176000;18440;-9252;-9252;18504
1176100;-9244;-9244;18488;-9172
1176200;-9172;18344;-9136;-9136
1176300;18272;-9116;-9116;18232
1176400;-9060;-9060;18120;-9096
1176500;-9096;18192;-9048;-9048
1176600;18096;-9044;-9044;18088
1176700;-9076;-9076;18152;-9100
1176800;-9100;18200;-9072;-9072
1176900;18144;-9112;-9112;18224
1177000;-9116;-9116;18232;-9168
1177100;-9168;18336;-9164;-9164
1177200;18328;-9272;-9272;18544
1177300;-9284;-9284;18568;-9288
1177400;-9288;18576;-9380;-9380
1177500;18760;-9476;-9476;18952
1177600;-9480;-9480;18960;-9508
1177700;-9508;19016;-9556;-9556
1177800;19112;-9592;-9592;19184
1177900;-9600;-9600;19200;-9640
1178000;-9640;19280;-9688;-9688
1178100;19376;-9708;-9708;19416
1178200;-9772;-9772;19544;-9780
1178300;-9780;19560;-9864;-9864
1178400;19728;-9872;-9872;19744
1178500;-9868;-9868;19736;-9948
1178600;-9948;19896;-9932;-9932
1178700;19864;-9976;-9976;19952
1178800;-9984;-9984;19968;-10040
1178900;-10040;20080;-10380;-10380
1179000;20760;-14856;-14856;29712
1179100;-13436;-13436;26872;-13692
1179200;-13692;27384;-13804;-13804
1179300;27608;-13968;-13968;27936
1179400;-14020;-14020;28040;-13976
1179500;-13976;27952;-14028;-14028
1179600;28056;-14012;-14012;28024
1179700;-14028;-14028;28056;-13940
1179800;-13940;27880;-14000;-14000
1179900;28000;-13964;-13964;27928
1180000;-13972;-13972;27944;-13948
1180100;-13948;27896;-13888;-13888
1180200;27776;-13888;-13888;27776
1180300;-13812;-13812;27624;-13864
1180400;-13864;27728;-13824;-13824
1180500;27648;-13860;-13860;27720
1180600;-13756;-13756;27512;-13780
1180700;-13780;27560;-13780;-13780
1180800;27560;-13744;-13744;27488
1180900;-13712;-13712;27424;-13680
1181000;-13680;27360;-13652;-13652
1181100;27304;-13656;-13656;27312
1181200;-13696;-13696;27392;-13556
1181300;-13556;27112;-13572;-13572
1181400;27144;-13544;-13544;27088
1181500;-13512;-13512;27024;-13496
1181600;-13496;26992;-13364;-13364
1181700;26728;-13336;-13336;26672
1181800;-13332;-13332;26664;-13180
1181900;-13180;26360;-13200;-13200
1182000;26400;-13192;-13192;26384
1182100;-13172;-13172;26344;-13152
1182200;-13152;26304;-13140;-13140
1182300;26280;-13148;-13148;26296
1182400;-13144;-13144;26288;-13020
1182500;-13020;26040;-13024;-13024
1182600;26048;-12908;-12908;25816
1182700;-12916;-12916;25832;-12936
1182800;-12936;25872;-12856;-12856
1182900;25712;-12732;-12732;25464
1183000;-12800;-12800;25600;-12792
1183100;-12792;25584;-12740;-12740
1183200;25480;-12744;-12744;25488
1183300;-12620;-12620;25240;-12568
1183400;-12568;25136;-12576;-12576
1183500;25152;-12536;-12536;25072
1183600;-12448;-12448;24896;-12400
1183700;-12400;24800;-12332;-12332
1183800;24664;-12288;-12288;24576
1183900;-12308;-12308;24616;-12268
1184000;-12268;24536;-12260;-12260
1184100;24520;-12160;-12160;24320
1184200;-12200;-12200;24400;-12144
1184300;-12144;24288;-12148;-12148
1184400;24296;-12140;-12140;24280
1184500;-12120;-12120;24240;-12080
1184600;-12080;24160;-12140;-12140
1184700;24280;-12028;-12028;24056
1184800;-12044;-12044;24088;-12076
1184900;-12076;24152;-12088;-12088
1185000;24176;-12076;-12076;24152
1185100;-12060;-12060;24120;-12028
1185200;-12028;24056;-11964;-11964
1185300;23928;-12000;-12000;24000
1185400;-12028;-12028;24056;-12052
1185500;-12052;24104;-12044;-12044
1185600;24088;-12096;-12096;24192
1185700;-12008;-12008;24016;-12020
1185800;-12020;24040;-11980;-11980
1185900;23960;-12024;-12024;24048
1186000;-11992;-11992;23984;-11996
1186100;-11996;23992;-11988;-11988
1186200;23976;-12060;-12060;24120
1186300;-11960;-11960;23920;-12048
1186400;-12048;24096;-12072;-12072
1186500;24144;-12076;-12076;24152
1186600;-12008;-12008;24016;-12012
1186700;-12012;24024;-12036;-12036
1186800;24072;-12060;-12060;24120
1186900;-11980;-11980;23960;-12028
1187000;-12028;24056;-12056;-12056
1187100;24112;-11988;-11988;23976
1187200;-11996;-11996;23992;-11980
1187300;-11980;23960;-11996;-11996
1187400;23992;-12016;-12016;24032
1187500;-12012;-12012;24024;-11948
1187600;-11948;23896;-11948;-11948
1187700;23896;-11972;-11972;23944
1187800;-12000;-12000;24000;-11896
1187900;-11896;23792;-11916;-11916
1188000;23832;-11960;-11960;23920
1188100;-11952;-11952;23904;-11892
1188200;-11892;23784;-11908;-11908
1188300;23816;-11892;-11892;23784
1188400;-11824;-11824;23648;-11840
1188500;-11840;23680;-11860;-11860
1188600;23720;-11804;-11804;23608
1188700;-11792;-11792;23584;-11784
1188800;-11784;23568;-11776;-11776
1188900;23552;-12284;-12284;24568
1189000;-11676;-11676;23352;-11752
1189100;-11752;23504;-11664;-11664
1189200;23328;-11652;-11652;23304
1189300;-11660;-11660;23320;-11704
1189400;-11704;23408;-11636;-11636
1189500;23272;-11612;-11612;23224
1189600;-11660;-11660;23320;-11600
1189700;-11600;23200;-11548;-11548
1189800;23096;-11556;-11556;23112
1189900;-11528;-11528;23056;-11604
1190000;-11604;23208;-11436;-11436
1190100;22872;-11428;-11428;22856
1190200;-11388;-11388;22776;-11368
1190300;-11368;22736;-11332;-11332
1190400;22664;-11272;-11272;22544
1190500;-11192;-11192;22384;-11192
1190600;-11192;22384;-11168;-11168
1190700;22336;-11124;-11124;22248
1190800;-11020;-11020;22040;-11004
1190900;-11004;22008;-11384;-11384
1191000;22768;-10924;-10924;21848
1191100;-10900;-10900;21800;-10900
1191200;-10900;21800;-10796;-10796
1191300;21592;-10780;-10780;21560
1191400;-10820;-10820;21640;-10708
1191500;-10708;21416;-10700;-10700
1191600;21400;-10640;-10640;21280
1191700;-10572;-10572;21144;-10564
1191800;-10564;21128;-10496;-10496
1191900;20992;-10696;-10696;21392
1192000;-10368;-10368;20736;-10372
1192100;-10372;20744;-10344;-10344
1192200;20688;-10236;-10236;20472
1192300;-10156;-10156;20312;-10076
1192400;-10076;20152;7764;7764
1192500;-15528;6820;6820;-13640
1192600;6340;6340;-12680;6076
1192700;6076;-12152;5988;5988
1192800;-11976;6032;6032;-12064
1192900;6040;6040;-12080;6056
1193000;6056;-12112;6060;6060
1193100;-12120;6044;6044;-12088
1193200;6068;6068;-12136;6160
1193300;6160;-12320;6260;6260
1193400;-12520;6248;6248;-12496
1193500;6260;6260;-12520;6348
1193600;6348;-12696;6436;6436
1193700;-12872;6516;6516;-13032
1193800;6488;6488;-12976;6552
1193900;6552;-13104;5968;5968
1194000;-11936;6672;6672;-13344
1194100;6824;6824;-13648;6812
1194200;6812;-13624;6864;6864
1194300;-13728;6916;6916;-13832
1194400;7028;7028;-14056;7064
1194500;7064;-14128;7168;7168
1194600;-14336;7168;7168;-14336
1194700;7252;7252;-14504;7256
1194800;7256;-14512;7308;7308
1194900;-14616;7412;7412;-14824
1195000;7428;7428;-14856;7632
1195100;7632;-15264;7656;7656
1195200;-15312;7664;7664;-15328
1195300;7708;7708;-15416;7812
1195400;7812;-15624;7844;7844
1195500;-15688;7872;7872;-15744
1195600;8004;8004;-16008;8064
1195700;8064;-16128;8080;8080
1195800;-16160;8144;8144;-16288
1195900;8276;8276;-16552;8360
1196000;8360;-16720;8408;8408
1196100;-16816;8520;8520;-17040
1196200;8560;8560;-17120;8632
1196300;8632;-17264;8744;8744
1196400;-17488;8788;8788;-17576
1196500;8920;8920;-17840;8776
1196600;8776;-17552;8832;8832
1196700;-17664;8788;8788;-17576
1196800;8900;8900;-17800;8884
1196900;8884;-17768;8812;8812
1197000;-17624;8864;8864;-17728
1197100;8892;8892;-17784;8888
1197200;8888;-17776;8892;8892
1197300;-17784;8848;8848;-17696
1197400;8916;8916;-17832;8932
1197500;8932;-17864;8844;8844
1197600;-17688;8968;8968;-17936
1197700;8800;8800;-17600;9036
1197800;9036;-18072;8912;8912
1197900;-17824;8912;8912;-17824
1198000;8816;8816;-17632;9012
1198100;9012;-18024;8896;8896
1198200;-17792;8904;8904;-17808
1198300;8836;8836;-17672;8840
1198400;8840;-17680;8892;8892
1198500;-17784;8880;8880;-17760
1198600;8964;8964;-17928;8932
1198700;8932;-17864;8936;8936
1198800;-17872;8916;8916;-17832
1198900;8900;8900;-17800;8948
1199000;8948;-17896;8996;8996
1199100;-17992;8928;8928;-17856
1199200;8960;8960;-17920;8964
1199300;8964;-17928;8932;8932
1199400;-17864;8968;8968;-17936
1199500;9044;9044;-18088;8916
1199600;8916;-17832;8928;8928
1199700;-17856;8960;8960;-17920
1199800;8948;8948;-17896;9024
1199900;9024;-18048;8912;8912
1200000;-17824;9068;9068;-18136
1200100;8932;8932;-17864;8976
1200200;8976;-17952;8960;8960
1200300;-17920;9012;9012;-18024
1200400;9024;9024;-18048;9032
1200500;9032;-18064;9100;9100
1200600;-18200;9096;9096;-18192
1200700;9108;9108;-18216;9120
1200800;9120;-18240;9216;9216
1200900;-18432;9180;9180;-18360
1201000;9296;9296;-18592;9256
1201100;9256;-18512;9360;9360
1201200;-18720;9396;9396;-18792
1201300;9560;9560;-19120;9520
1201400;9520;-19040;9632;9632
1201500;-19264;9676;9676;-19352
1201600;9668;9668;-19336;9876
1201700;9876;-19752;9788;9788
1201800;-19576;9800;9800;-19600
1201900;9904;9904;-19808;9836
1202000;9836;-19672;9948;9948
1202100;-19896;9980;9980;-19960
1202200;9900;9900;-19800;10076
1202300;10076;-20152;10132;10132
1202400;-20264;10016;10016;-20032
1202500;10288;10288;-20576;10276
1202600;10276;-20552;10312;10312
1202700;-20624;10468;10468;-20936
1202800;10380;10380;-20760;10496
1202900;10496;-20992;10556;10556
1203000;-21112;10612;10612;-21224
1203100;10540;10540;-21080;10656
1203200;10656;-21312;10636;10636
1203300;-21272;10716;10716;-21432
1203400;10780;10780;-21560;10796
1203500;10796;-21592;10876;10876
1203600;-21752;10848;10848;-21696
1203700;10916;10916;-21832;10912
1203800;10912;-21824;11088;11088
1203900;-22176;11044;11044;-22088
1204000;11052;11052;-22104;11188
1204100;11188;-22376;11188;11188
1204200;-22376;11212;11212;-22424
1204300;11336;11336;-22672;11332
1204400;11332;-22664;11404;11404
1204500;-22808;11408;11408;-22816
1204600;11496;11496;-22992;11544
1204700;11544;-23088;11564;11564
1204800;-23128;11708;11708;-23416
1204900;11732;11732;-23464;11756
1205000;11756;-23512;11796;11796
1205100;-23592;11908;11908;-23816
1205200;11960;11960;-23920;11988
1205300;11988;-23976;12032;12032
1205400;-24064;12100;12100;-24200
1205500;12140;12140;-24280;12176
1205600;12176;-24352;12240;12240
1205700;-24480;11672;11672;-23344
1205800;12268;12268;-24536;7360
1205900;7360;-14720;3004;3004
1206000;-6008;2864;2864;-5728
1206100;2896;2896;-5792;2880
1206200;2880;-5760;2912;2912
1206300;-5824;2912;2912;-5824
1206400;2936;2936;-5872;2880
1206500;2880;-5760;2936;2936
1206600;-5872;3072;3072;-6144
1206700;2932;2932;-5864;2944
1206800;2944;-5888;2940;2940
1206900;-5880;2932;2932;-5864
1207000;2968;2968;-5936;2908
1207100;2908;-5816;2960;2960
1207200;-5920;2948;2948;-5896
1207300;2940;2940;-5880;2988
1207400;2988;-5976;2932;2932
1207500;-5864;2944;2944;-5888
1207600;2892;2892;-5784;2868
1207700;2868;-5736;2868;2868
1207800;-5736;2888;2888;-5776
1207900;2924;2924;-5848;2752
1208000;2752;-5504;2800;2800
1208100;-5600;2728;2728;-5456
1208200;2716;2716;-5432;2716
1208300;2716;-5432;2684;2684
1208400;-5368;2716;2716;-5432
1208500;2672;2672;-5344;2728
1208600;2728;-5456;2648;2648
1208700;-5296;2576;2576;-5152
1208800;2604;2604;-5208;2588
1208900;2588;-5176;2636;2636
1209000;-5272;2520;2520;-5040
1209100;2548;2548;-5096;3220
1209200;3220;-6440;2608;2608
1209300;-5216;2660;2660;-5320
1209400;2680;2680;-5360;2756
1209500;2756;-5512;2792;2792
1209600;-5584;2796;2796;-5592
1209700;2840;2840;-5680;2916
1209800;2916;-5832;2924;2924
1209900;-5848;2984;2984;-5968
1210000;2992;2992;-5984;3068
1210100;3068;-6136;3156;3156
1210200;-6312;3160;3160;-6320
1210300;3144;3144;-6288;3228
1210400;3228;-6456;3260;3260
1210500;-6520;3260;3260;-6520
1210600;3284;3284;-6568;3264
1210700;3264;-6528;3264;3264
1210800;-6528;3320;3320;-6640
1210900;3340;3340;-6680;3268
1211000;3268;-6536;3252;3252
1211100;-6504;3268;3268;-6536
1211200;3244;3244;-6488;3276
1211300;3276;-6552;3360;3360
1211400;-6720;3312;3312;-6624
1211500;3380;3380;-6760;3400
1211600;3400;-6800;3436;3436
1211700;-6872;3484;3484;-6968
1211800;3476;3476;-6952;3596
1211900;3596;-7192;3584;3584
1212000;-7168;3720;3720;-7440
1212100;3740;3740;-7480;3776
1212200;3776;-7552;3864;3864
1212300;-7728;3856;3856;-7712
1212400;3928;3928;-7856;3976
1212500;3976;-7952;3980;3980
1212600;-7960;4012;4012;-8024
1212700;4132;4132;-8264;4092
1212800;4092;-8184;4176;4176
1212900;-8352;4192;4192;-8384
1213000;4224;4224;-8448;4220
1213100;4220;-8440;4288;4288
1213200;-8576;4356;4356;-8712
1213300;4320;4320;-8640;4408
1213400;4408;-8816;4440;4440
1213500;-8880;4412;4412;-8824
1213600;4536;4536;-9072;4444
1213700;4444;-8888;4536;4536
1213800;-9072;4540;4540;-9080
1213900;4596;4596;-9192;4624
1214000;4624;-9248;4596;4596
1214100;-9192;4720;4720;-9440
1214200;4736;4736;-9472;4812
1214300;4812;-9624;4824;4824
1214400;-9648;4816;4816;-9632
1214500;4900;4900;-9800;4968
1214600;4968;-9936;5004;5004
1214700;-10008;5088;5088;-10176
1214800;5120;5120;-10240;5148
1214900;5148;-10296;5232;5232
1215000;-10464;5316;5316;-10632
1215100;5376;5376;-10752;5428
1215200;5428;-10856;5508;5508
1215300;-11016;5500;5500;-11000
1215400;5580;5580;-11160;5624
1215500;5624;-11248;5656;5656
1215600;-11312;5720;5720;-11440
1215700;5704;5704;-11408;5748
1215800;5748;-11496;5768;5768
1215900;-11536;5776;5776;-11552
1216000;5772;5772;-11544;5872
1216100;5872;-11744;5828;5828
1216200;-11656;5876;5876;-11752
1216300;5884;5884;-11768;5872
1216400;5872;-11744;5908;5908
1216500;-11816;5960;5960;-11920
1216600;6404;6404;-12808;5996
1216700;5996;-11992;6056;6056
1216800;-12112;6084;6084;-12168
1216900;6076;6076;-12152;6144
1217000;6144;-12288;6188;6188
1217100;-12376;6244;6244;-12488
1217200;6304;6304;-12608;6320
1217300;6320;-12640;6988;6988
1217400;-13976;6472;6472;-12944
1217500;6512;6512;-13024;6616
1217600;6616;-13232;6596;6596
1217700;-13192;6636;6636;-13272
1217800;6676;6676;-13352;6708
1217900;6708;-13416;6748;6748
1218000;-13496;6868;6868;-13736
1218100;6888;6888;-13776;6916
1218200;6916;-13832;6968;6968
1218300;-13936;7028;7028;-14056
1218400;7056;7056;-14112;7088
1218500;7088;-14176;7156;7156
1218600;-14312;7212;7212;-14424
1218700;7200;7200;-14400;7232
1218800;7232;-14464;7308;7308
1218900;-14616;7328;7328;-14656
1219000;7412;7412;-14824;7404
1219100;7404;-14808;7336;7336
1219200;-14672;7908;7908;-15816
1219300;7496;7496;-14992;7560
1219400;7560;-15120;7448;7448
1219500;-14896;7468;7468;-14936
1219600;7460;7460;-14920;7436
1219700;7436;-14872;7512;7512
1219800;-15024;7512;7512;-15024
1219900;7436;7436;-14872;7440
1220000;7440;-14880;7452;7452
1220100;-14904;7344;7344;-14688
1220200;7340;7340;-14680;7300
1220300;7300;-14600;7848;7848
1220400;-15696;7260;7260;-14520
1220500;7276;7276;-14552;7204
1220600;7204;-14408;7204;7204
1220700;-14408;7192;7192;-14384
1220800;7112;7112;-14224;7112
1220900;7112;-14224;7080;7080
1221000;-14160;7108;7108;-14216
1221100;7048;7048;-14096;7000
1221200;7000;-14000;6980;6980
1221300;-13960;6876;6876;-13752
1221400;6896;6896;-13792;6892
1221500;6892;-13784;6868;6868
1221600;-13736;6808;6808;-13616
1221700;6772;6772;-13544;6752
1221800;6752;-13504;6716;6716
1221900;-13432;6636;6636;-13272
1222000;6592;6592;-13184;6620
1222100;6620;-13240;6584;6584
1222200;-13168;6564;6564;-13128
1222300;6480;6480;-12960;6444
1222400;6444;-12888;6268;6268
1222500;-12536;6332;6332;-12664
1222600;6336;6336;-12672;6272
1222700;6272;-12544;6256;6256
1222800;-12512;6216;6216;-12432
1222900;6244;6244;-12488;6104
1223000;6104;-12208;6136;6136
1223100;-12272;6052;6052;-12104
1223200;6028;6028;-12056;6072
1223300;6072;-12144;6020;6020
1223400;-12040;5960;5960;-11920
1223500;5884;5884;-11768;5884
1223600;5884;-11768;5832;5832
1223700;-11664;5748;5748;-11496
1223800;5724;5724;-11448;5736
1223900;5736;-11472;5652;5652
1224000;-11304;5704;5704;-11408
1224100;5564;5564;-11128;5512
1224200;5512;-11024;5496;5496
1224300;-10992;5400;5400;-10800
1224400;5392;5392;-10784;5368
1224500;5368;-10736;5292;5292
1224600;-10584;5260;5260;-10520
1224700;5220;5220;-10440;5148
1224800;5148;-10296;5112;5112
1224900;-10224;5096;5096;-10192
1225000;5044;5044;-10088;5080
1225100;5080;-10160;4964;4964
1225200;-9928;4932;4932;-9864
1225300;4856;4856;-9712;4832
1225400;4832;-9664;4832;4832
1225500;-9664;4868;4868;-9736
1225600;4816;4816;-9632;4772
1225700;4772;-9544;4704;4704
1225800;-9408;4720;4720;-9440
1225900;4720;4720;-9440;4744
1226000;4744;-9488;4764;4764
1226100;-9528;4736;4736;-9472
1226200;4792;4792;-9584;4760
1226300;4760;-9520;4708;4708
1226400;-9416;4744;4744;-9488
1226500;4708;4708;-9416;4680
1226600;4680;-9360;4680;4680
1226700;-9360;4668;4668;-9336
1226800;4692;4692;-9384;4612
1226900;4612;-9224;4612;4612
1227000;-9224;4624;4624;-9248
1227100;4648;4648;-9296;4664
1227200;4664;-9328;4792;4792
1227300;-9584;4596;4596;-9192
1227400;4544;4544;-9088;4544
1227500;4544;-9088;4648;4648
1227600;-9296;4480;4480;-8960
1227700;4472;4472;-8944;4488
1227800;4488;-8976;4468;4468
1227900;-8936;4456;4456;-8912
1228000;4500;4500;-9000;4440
1228100;4440;-8880;4396;4396
1228200;-8792;4396;4396;-8792
1228300;4376;4376;-8752;4360
1228400;4360;-8720;4356;4356
1228500;-8712;4296;4296;-8592
1228600;4252;4252;-8504;4240
1228700;4240;-8480;4236;4236
1228800;-8472;4276;4276;-8552
1228900;4288;4288;-8576;4196
1229000;4196;-8392;4200;4200
1229100;-8400;4168;4168;-8336
1229200;4176;4176;-8352;4132
1229300;4132;-8264;4232;4232
1229400;-8464;4080;4080;-8160
1229500;4072;4072;-8144;4028
1229600;4028;-8056;4000;4000
1229700;-8000;4024;4024;-8048
1229800;4012;4012;-8024;4032
1229900;4032;-8064;3948;3948
1230000;-7896;3908;3908;-7816
1230100;3976;3976;-7952;3832
1230200;3832;-7664;3824;3824
1230300;-7648;3856;3856;-7712
